rel_path,ok,mos,mos_0_100,duration_s,input_sr,channels,error
template_420-no14x759-no.mp3,True,2.501953125,37.548828125,26.94,24000,1,
template_421-no18x630-no.mp3,True,2.62890625,40.72265625,29.68,24000,1,
template_422-no12x531-no.mp3,True,2.255859375,31.396484375,27.78,24000,1,
template_423-no16x461-no.mp3,True,2.7265625,43.1640625,27.58,24000,1,
template_424-no12x754-no.mp3,True,3.04296875,51.07421875,27.32,24000,1,
template_425-no16x110-da.mp3,True,2.658203125,41.455078125,18.38,24000,1,
template_426-no16x394-no.mp3,True,2.94140625,48.53515625,25.08,24000,1,
template_427-no20x503-no.mp3,True,2.3515625,33.7890625,24.58,24000,1,
template_428-no11x156-no.mp3,True,2.388671875,34.716796875,26.04,24000,1,
template_429-no12x498-no.mp3,True,3.083984375,52.099609375,28.48,24000,1,
template_43-no10x637-no.mp3,True,2.798828125,44.970703125,22.62,24000,1,
template_430-no12x531-no.mp3,True,2.97265625,49.31640625,28.22,24000,1,
template_431-no11x803-no.mp3,True,3.001953125,50.048828125,17.42,24000,1,
template_432-no12x213-no.mp3,True,3.037109375,50.927734375,31.3,24000,1,
template_433-no17x359-no.mp3,True,2.94921875,48.73046875,22.72,24000,1,
template_434-no18x630-no.mp3,True,3.05859375,51.46484375,30.0,24000,1,
template_435-no11x193-no.mp3,True,2.8828125,47.0703125,32.04,24000,1,
template_436-no13x690-no.mp3,True,3.068359375,51.708984375,24.42,24000,1,
template_437-no16x742-da.mp3,True,2.671875,41.796875,28.0,24000,1,
template_438-no20x294-no.mp3,True,3.4296875,60.7421875,33.14,24000,1,
template_439-no15x323-no.mp3,True,3.201171875,55.029296875,26.2,24000,1,
template_44-no20x503-da.mp3,True,3.052734375,51.318359375,26.18,24000,1,
template_440-no14x426-no.mp3,True,3.419921875,60.498046875,26.7,24000,1,
template_441-no20x739-de.mp3,True,2.751953125,43.798828125,26.4,24000,1,
template_442-no22x582-no.mp3,True,2.626953125,40.673828125,27.7,24000,1,
template_443-no20x294-no.mp3,True,2.994140625,49.853515625,39.98,24000,1,
template_444-no11x895-no.mp3,True,3.4296875,60.7421875,24.86,24000,1,
template_445-no11x803-no.mp3,True,2.267578125,31.689453125,21.94,24000,1,
template_446-no12x804-no.mp3,True,3.14453125,53.61328125,27.38,24000,1,
template_447-no99x128-no.mp3,True,2.88671875,47.16796875,39.6,24000,1,
template_448-no13x690-no.mp3,True,3.033203125,50.830078125,27.98,24000,1,
template_449-no11x302-no.mp3,True,3.232421875,55.810546875,25.68,24000,1,
template_45-no11x302-no.mp3,True,3.01171875,50.29296875,21.6,24000,1,
template_450-no18x130-no.mp3,True,2.556640625,38.916015625,29.26,24000,1,
template_451-no11x215-no.mp3,True,3.548828125,63.720703125,25.16,24000,1,
template_451-no14x711-no.mp3,True,1.927734375,23.193359375,39.98,24000,1,
template_451-no17x624-no.mp3,True,3.103515625,52.587890625,26.84,24000,1,
template_452-no98x413-no.mp3,True,3.076171875,51.904296875,31.08,24000,1,
template_453-no99x680-no.mp3,True,2.693359375,42.333984375,31.32,24000,1,
template_454-no14x258-no.mp3,True,3.19140625,54.78515625,26.78,24000,1,
template_454-no14x560-no.mp3,True,2.91796875,47.94921875,28.2,24000,1,
template_455-no11x895-sv.mp3,True,3.029296875,50.732421875,25.34,24000,1,
template_456-no20x226-no.mp3,True,2.595703125,39.892578125,24.84,24000,1,
template_457-no10x306-no.mp3,True,2.572265625,39.306640625,32.24,24000,1,
template_457-no15x782-no.mp3,True,2.443359375,36.083984375,27.5,24000,1,
template_458-no20x773-no.mp3,True,2.970703125,49.267578125,22.72,24000,1,
template_459-no13x861-no.mp3,True,2.966796875,49.169921875,24.08,24000,1,
template_459-no14x307-no.mp3,True,3.19921875,54.98046875,22.9,24000,1,
template_459-no15x782-no.mp3,True,2.720703125,43.017578125,26.22,24000,1,
template_46-no19x173-no.mp3,True,3.349609375,58.740234375,24.84,24000,1,
template_460-no13x838-no.mp3,True,3.232421875,55.810546875,28.98,24000,1,
template_460-no16x394-no.mp3,True,2.9453125,48.6328125,40.0,24000,1,
template_461-no99x128-no.mp3,True,2.76171875,44.04296875,24.4,24000,1,
template_462-no15x782-no.mp3,True,1.4853515625,12.1337890625,39.98,24000,1,
template_462-no19x287-no.mp3,True,3.498046875,62.451171875,26.66,24000,1,
template_462-no19x316-no.mp3,True,2.671875,41.796875,27.96,24000,1,
template_463-no14x585-da.mp3,True,2.091796875,27.294921875,28.78,24000,1,
template_463-no19x316-no.mp3,True,3.611328125,65.283203125,25.48,24000,1,
template_464-no14x710-no.mp3,True,3.001953125,50.048828125,29.54,24000,1,
template_465-no13x690-no.mp3,True,2.810546875,45.263671875,23.5,24000,1,
template_465-no18x630-no.mp3,True,2.623046875,40.576171875,28.72,24000,1,
template_466-no14xx91-no.mp3,True,3.1484375,53.7109375,25.54,24000,1,
template_466-no17x567-no.mp3,True,2.58203125,39.55078125,25.36,24000,1,
template_467-no12x112-no.mp3,True,3.11328125,52.83203125,30.6,24000,1,
template_467-no22xx58-no.mp3,True,2.796875,44.921875,39.08,24000,1,
template_467-no99x698-no.mp3,True,2.8515625,46.2890625,29.46,24000,1,
template_468-no12x183-no.mp3,True,3.279296875,56.982421875,31.4,24000,1,
template_468-no17x543-de.mp3,True,2.787109375,44.677734375,31.52,24000,1,
template_469-no14x759-no.mp3,True,1.662109375,16.552734375,39.98,24000,1,
template_469-no21x721-no.mp3,True,2.44921875,36.23046875,23.98,24000,1,
template_47-no15x894-no.mp3,True,3.064453125,51.611328125,36.68,24000,1,
template_470-no14x710-no.mp3,True,2.419921875,35.498046875,25.58,24000,1,
template_470-no15x458-sv.mp3,True,3.078125,51.953125,26.36,24000,1,
template_470-no17x194-no.mp3,True,3.080078125,52.001953125,31.8,24000,1,
template_471-no12x213-no.mp3,True,2.845703125,46.142578125,29.66,24000,1,
template_471-no16x857-no.mp3,True,3.27734375,56.93359375,30.4,24000,1,
template_472-no12x061-no.mp3,True,2.919921875,47.998046875,20.16,24000,1,
template_472-no12x183-da.mp3,True,2.84765625,46.19140625,24.16,24000,1,
template_473-no11x302-no.mp3,True,2.86328125,46.58203125,35.96,24000,1,
template_473-no13x738-no.mp3,True,2.548828125,38.720703125,26.1,24000,1,
template_474-no16x281-no.mp3,True,2.6640625,41.6015625,23.94,24000,1,
template_474-no16x283-no.mp3,True,2.703125,42.578125,28.9,24000,1,
template_475-no15x555-no.mp3,True,2.7734375,44.3359375,32.92,24000,1,
template_475-no16x741-no.mp3,True,3.01953125,50.48828125,31.18,24000,1,
template_476-no14x096-no.mp3,True,2.95703125,48.92578125,30.1,24000,1,
template_476-no25x337-no.mp3,True,3.17578125,54.39453125,22.72,24000,1,
template_477-no13x262-no.mp3,True,2.802734375,45.068359375,26.24,24000,1,
template_477-no17x359-no.mp3,True,3.470703125,61.767578125,22.8,24000,1,
template_478-no12x623-no.mp3,True,2.638671875,40.966796875,28.9,24000,1,
template_478-no17x624-no.mp3,True,3.568359375,64.208984375,29.72,24000,1,
template_479-no11x191-no.mp3,True,2.65234375,41.30859375,25.46,24000,1,
template_479-no18x538-no.mp3,True,2.837890625,45.947265625,29.52,24000,1,
template_48-no11x155-no.mp3,True,3.099609375,52.490234375,30.54,24000,1,
template_480-no12x129-no.mp3,True,2.181640625,29.541015625,40.0,24000,1,
template_480-no12x881-no.mp3,True,3.38671875,59.66796875,31.64,24000,1,
template_481-no18x321-fi.mp3,True,2.630859375,40.771484375,29.4,24000,1,
template_481-no19x287-no.mp3,True,2.927734375,48.193359375,24.78,24000,1,
template_482-no11x191-no.mp3,True,2.82421875,45.60546875,26.3,24000,1,
template_482-no14x651-no.mp3,True,3.361328125,59.033203125,26.72,24000,1,
template_483-no13x262-no.mp3,True,2.759765625,43.994140625,26.52,24000,1,
template_483-no22x582-no.mp3,True,2.498046875,37.451171875,23.58,24000,1,
template_484-no14x585-no.mp3,True,3.3359375,58.3984375,31.66,24000,1,
template_484-no15x323-no.mp3,True,2.857421875,46.435546875,32.52,24000,1,
template_485-no16x613-no.mp3,True,2.9296875,48.2421875,24.08,24000,1,
template_485-no17x567-no.mp3,True,3.400390625,60.009765625,25.88,24000,1,
template_486-no12x847-no.mp3,True,3.140625,53.515625,26.82,24000,1,
template_486-no14x468-no.mp3,True,3.05859375,51.46484375,23.16,24000,1,
template_487-no13x064-no.mp3,True,2.41015625,35.25390625,40.0,24000,1,
template_487-no99x879-no.mp3,True,3.01171875,50.29296875,25.66,24000,1,
template_488-no14x612-no.mp3,True,2.56640625,39.16015625,25.76,24000,1,
template_488-no16x322-no.mp3,True,3.083984375,52.099609375,24.62,24000,1,
template_489-no12x826-no.mp3,True,2.931640625,48.291015625,23.14,24000,1,
template_489-no12x887-no.mp3,True,2.82421875,45.60546875,24.74,24000,1,
template_49-no16x180-no.mp3,True,3.1171875,52.9296875,23.18,24000,1,
template_490-no10x291-no.mp3,True,3.109375,52.734375,30.18,24000,1,
template_490-no13x823-no.mp3,True,3.322265625,58.056640625,26.4,24000,1,
template_491-no19x365-no.mp3,True,2.951171875,48.779296875,28.76,24000,1,
template_491-no98x413-no.mp3,True,3.18359375,54.58984375,33.48,24000,1,
template_492-no10x716-no.mp3,True,3.037109375,50.927734375,29.6,24000,1,
template_492-no14x017-no.mp3,True,3.154296875,53.857421875,24.34,24000,1,
template_493-no16x849-no.mp3,True,2.8671875,46.6796875,32.78,24000,1,
template_493-no20x773-no.mp3,True,3.2109375,55.2734375,31.16,24000,1,
template_494-no16x110-no.mp3,True,2.99609375,49.90234375,23.18,24000,1,
template_494-no16x283-no.mp3,True,2.822265625,45.556640625,23.42,24000,1,
template_495-no14x270-no.mp3,True,3.103515625,52.587890625,25.28,24000,1,
template_495-no14x560-no.mp3,True,2.939453125,48.486328125,26.28,24000,1,
template_496-no20x862-no.mp3,True,2.96875,49.21875,26.88,24000,1,
template_497-no12x881-no.mp3,True,2.859375,46.484375,26.32,24000,1,
template_497-no13x776-sv.mp3,True,2.77734375,44.43359375,39.98,24000,1,
template_498-no11x895-no.mp3,True,3.06640625,51.66015625,26.14,24000,1,
template_498-no15x323-no.mp3,True,2.787109375,44.677734375,28.2,24000,1,
template_499-no12x847-no.mp3,True,2.669921875,41.748046875,24.94,24000,1,
template_5-no17x664-no.mp3,True,2.482421875,37.060546875,27.92,24000,1,
template_50-no12x826-no.mp3,True,2.9921875,49.8046875,26.7,24000,1,
template_500-no13x777-no.mp3,True,3.2890625,57.2265625,24.72,24000,1,
template_500-no98x413-no.mp3,True,3.087890625,52.197265625,31.48,24000,1,
template_501-no14x096-no.mp3,True,2.96484375,49.12109375,28.42,24000,1,
template_501-no15x906-no.mp3,True,3.0546875,51.3671875,28.56,24000,1,
template_502-no13x551-no.mp3,True,3.328125,58.203125,30.14,24000,1,
template_503-no12x881-sv.mp3,True,3.29296875,57.32421875,27.8,24000,1,
template_503-no17x209-no.mp3,True,3.220703125,55.517578125,26.2,24000,1,
template_504-no11x156-no.mp3,True,2.654296875,41.357421875,23.84,24000,1,
template_504-no25x337-no.mp3,True,2.890625,47.265625,25.8,24000,1,
template_505-no15x772-no.mp3,True,3.14453125,53.61328125,26.32,24000,1,
template_506-no11x193-no.mp3,True,2.8046875,45.1171875,26.24,24000,1,
template_506-no16x416-no.mp3,True,2.4375,35.9375,24.98,24000,1,
template_507-no19x436-no.mp3,True,3.353515625,58.837890625,24.14,24000,1,
template_507-no21xx32-no.mp3,True,3.28515625,57.12890625,25.66,24000,1,
template_508-no17x703-no.mp3,True,2.666015625,41.650390625,29.24,24000,1,
template_509-no13x777-no.mp3,True,3.353515625,58.837890625,30.64,24000,1,
template_509-no18x633-sv.mp3,True,2.845703125,46.142578125,31.34,24000,1,
template_51-no99x128-no.mp3,True,2.943359375,48.583984375,40.0,24000,1,
template_510-no17x624-no.mp3,True,3.00390625,50.09765625,35.72,24000,1,
template_511-no14x560-no.mp3,True,2.826171875,45.654296875,25.48,24000,1,
template_512-no15x563-no.mp3,True,2.42578125,35.64453125,26.94,24000,1,
template_512-no16x586-no.mp3,True,3.07421875,51.85546875,28.94,24000,1,
template_513-no99x139-no.mp3,True,2.912109375,47.802734375,28.48,24000,1,
template_514-no16x394-no.mp3,True,2.982421875,49.560546875,40.0,24000,1,
template_515-no16x224-no.mp3,True,2.681640625,42.041015625,21.16,24000,1,
template_516-no12x623-no.mp3,True,2.912109375,47.802734375,21.1,24000,1,
template_517-no16x849-no.mp3,True,2.673828125,41.845703125,24.98,24000,1,
template_518-no15x555-fi.mp3,True,3.025390625,50.634765625,23.8,24000,1,
template_519-no12x804-no.mp3,True,3.27734375,56.93359375,34.18,24000,1,
template_52-no14x585-no.mp3,True,3.193359375,54.833984375,30.66,24000,1,
template_520-no25x337-no.mp3,True,2.8125,45.3125,28.88,24000,1,
template_521-no18x538-sv.mp3,True,2.984375,49.609375,31.28,24000,1,
template_522-no14x780-no.mp3,True,3.38671875,59.66796875,23.38,24000,1,
template_523-no16x283-de.mp3,True,3.17578125,54.39453125,26.34,24000,1,
template_524-no16x741-no.mp3,True,3.154296875,53.857421875,28.82,24000,1,
template_525-no15x524-fi.mp3,True,3.193359375,54.833984375,20.92,24000,1,
template_526-no12x754-no.mp3,True,3.099609375,52.490234375,24.88,24000,1,
template_527-no13x140-no.mp3,True,2.96484375,49.12109375,31.5,24000,1,
template_528-no13x437-no.mp3,True,3.12109375,53.02734375,28.82,24000,1,
template_529-no98x413-no.mp3,True,2.634765625,40.869140625,28.76,24000,1,
template_53-no14x078-no.mp3,True,3.04296875,51.07421875,27.2,24000,1,
template_530-no18x130-no.mp3,True,2.140625,28.515625,22.46,24000,1,
template_531-no17x081-no.mp3,True,3.212890625,55.322265625,27.64,24000,1,
template_532-no11x193-no.mp3,True,2.787109375,44.677734375,32.4,24000,1,
template_533-no99x879-no.mp3,True,2.990234375,49.755859375,22.98,24000,1,
template_534-no14x307-no.mp3,True,3.1015625,52.5390625,25.26,24000,1,
template_535-no17x359-no.mp3,True,2.623046875,40.576171875,40.0,24000,1,
template_536-no14xx91-no.mp3,True,3.1796875,54.4921875,24.02,24000,1,
template_537-no14x651-no.mp3,True,3.384765625,59.619140625,20.12,24000,1,
template_538-no13x437-fi.mp3,True,3.21875,55.46875,26.98,24000,1,
template_539-no11x848-no.mp3,True,3.349609375,58.740234375,33.62,24000,1,
template_54-no12x498-no.mp3,True,3.30859375,57.71484375,26.96,24000,1,
template_540-no14x854-no.mp3,True,2.669921875,41.748046875,30.24,24000,1,
template_541-no13x738-no.mp3,True,3.109375,52.734375,29.82,24000,1,
template_542-no15x782-no.mp3,True,1.9609375,24.0234375,25.58,24000,1,
template_543-no21x378-no.mp3,True,3.46875,61.71875,24.42,24000,1,
template_544-no12x847-no.mp3,True,3.044921875,51.123046875,26.9,24000,1,
template_545-no19x316-no.mp3,True,2.69140625,42.28515625,31.04,24000,1,
template_546-no13x823-no.mp3,True,3.05859375,51.46484375,21.56,24000,1,
template_547-no99x698-no.mp3,True,2.791015625,44.775390625,24.34,24000,1,
template_548-no12x213-no.mp3,True,2.9296875,48.2421875,32.9,24000,1,
template_549-no11x502-no.mp3,True,3.0078125,50.1953125,27.58,24000,1,
template_55-no15x772-no.mp3,True,2.576171875,39.404296875,31.44,24000,1,
template_550-no14x017-no.mp3,True,2.97265625,49.31640625,24.9,24000,1,
template_551-no14x780-no.mp3,True,2.82421875,45.60546875,25.9,24000,1,
template_552-no10x746-no.mp3,True,2.896484375,47.412109375,21.72,24000,1,
template_553-no14x270-no.mp3,True,3.32421875,58.10546875,30.0,24000,1,
template_554-no14x764-no.mp3,True,2.806640625,45.166015625,24.0,24000,1,
template_555-no99x128-no.mp3,True,3.158203125,53.955078125,29.4,24000,1,
template_556-no14x096-no.mp3,True,3.16796875,54.19921875,24.98,24000,1,
template_557-no13x838-no.mp3,True,3.017578125,50.439453125,27.06,24000,1,
template_558-no19x590-no.mp3,True,2.75390625,43.84765625,33.54,24000,1,
template_559-no16x849-no.mp3,True,3.1953125,54.8828125,20.26,24000,1,
template_56-no18x130-no.mp3,True,2.771484375,44.287109375,22.26,24000,1,
template_560-no12x729-no.mp3,True,2.880859375,47.021484375,28.72,24000,1,
template_561-no11x587-no.mp3,True,3.08203125,52.05078125,27.08,24000,1,
template_562-no19x173-de.mp3,True,3.17578125,54.39453125,20.16,24000,1,
template_563-no15x458-no.mp3,True,3.048828125,51.220703125,25.64,24000,1,
template_564-no20x739-no.mp3,True,2.51953125,37.98828125,24.16,24000,1,
template_565-no10x236-da.mp3,True,3.13671875,53.41796875,21.38,24000,1,
template_566-no12x061-no.mp3,True,3.18359375,54.58984375,23.84,24000,1,
template_567-no11x191-no.mp3,True,2.927734375,48.193359375,28.18,24000,1,
template_568-no13x071-no.mp3,True,2.986328125,49.658203125,27.26,24000,1,
template_569-no15x109-no.mp3,True,3.38671875,59.66796875,32.62,24000,1,
template_57-no16x742-no.mp3,True,3.0,50.0,29.08,24000,1,
template_570-no22xx58-no.mp3,True,2.650390625,41.259765625,26.64,24000,1,
template_571-no19x287-no.mp3,True,2.837890625,45.947265625,24.5,24000,1,
template_572-no12x881-no.mp3,True,3.107421875,52.685546875,23.76,24000,1,
template_573-no17x207-fi.mp3,True,1.259765625,6.494140625,40.0,24000,1,
template_574-no14x651-no.mp3,True,3.08203125,52.05078125,24.32,24000,1,
template_575-no16x491-no.mp3,True,3.130859375,53.271484375,21.42,24000,1,
template_576-no18x130-no.mp3,True,2.9453125,48.6328125,24.54,24000,1,
template_577-no19x316-no.mp3,True,2.52734375,38.18359375,25.64,24000,1,
template_578-no19x173-no.mp3,True,3.568359375,64.208984375,22.44,24000,1,
template_579-no11x895-sv.mp3,True,2.21484375,30.37109375,39.98,24000,1,
template_58-no21x009-no.mp3,True,2.83203125,45.80078125,25.8,24000,1,
template_580-no15x323-no.mp3,True,3.380859375,59.521484375,28.4,24000,1,
template_581-no13x312-no.mp3,True,3.005859375,50.146484375,25.4,24000,1,
template_582-no13x795-no.mp3,True,2.814453125,45.361328125,23.46,24000,1,
template_583-no17x664-no.mp3,True,2.712890625,42.822265625,27.0,24000,1,
template_584-no15x094-no.mp3,True,3.251953125,56.298828125,31.84,24000,1,
template_585-no10x306-no.mp3,True,2.90234375,47.55859375,32.56,24000,1,
template_586-no14x136-no.mp3,True,3.080078125,52.001953125,28.72,24000,1,
template_587-no22xx58-no.mp3,True,2.580078125,39.501953125,33.44,24000,1,
template_588-no15x524-no.mp3,True,2.802734375,45.068359375,23.56,24000,1,
template_589-no98xx45-no.mp3,True,2.416015625,35.400390625,29.12,24000,1,
template_59-no12x061-no.mp3,True,3.341796875,58.544921875,23.24,24000,1,
template_590-no18x538-no.mp3,True,3.216796875,55.419921875,34.36,24000,1,
template_591-no18x538-no.mp3,True,2.69140625,42.28515625,23.88,24000,1,
template_592-no13x776-no.mp3,True,2.943359375,48.583984375,21.06,24000,1,
template_593-no17x679-no.mp3,True,3.234375,55.859375,29.6,24000,1,
template_594-no12x129-no.mp3,True,2.44921875,36.23046875,31.12,24000,1,
template_595-no21x378-de.mp3,True,3.48828125,62.20703125,27.3,24000,1,
template_596-no18x496-no.mp3,True,2.978515625,49.462890625,28.66,24000,1,
template_597-no13x795-no.mp3,True,2.875,46.875,23.58,24000,1,
template_598-no19x173-no.mp3,True,3.20703125,55.17578125,28.4,24000,1,
template_599-no13x831-no.mp3,True,2.939453125,48.486328125,25.76,24000,1,
template_6-no19x316-no.mp3,True,2.58984375,39.74609375,40.0,24000,1,
template_60-no11x193-no.mp3,True,2.658203125,41.455078125,29.92,24000,1,
template_600-no13x064-no.mp3,True,1.578125,14.453125,40.0,24000,1,
template_601-no20x226-no.mp3,True,2.8125,45.3125,23.52,24000,1,
template_602-no18x633-no.mp3,True,3.13671875,53.41796875,29.34,24000,1,
template_603-no14x261-no.mp3,True,2.345703125,33.642578125,25.42,24000,1,
template_604-no13x443-no.mp3,True,2.73828125,43.45703125,25.6,24000,1,
template_605-no12x652-no.mp3,True,2.3359375,33.3984375,27.42,24000,1,
template_606-no12x826-no.mp3,True,3.01171875,50.29296875,23.58,24000,1,
template_607-no12x729-no.mp3,True,3.0859375,52.1484375,27.36,24000,1,
template_608-no13x568-no.mp3,True,3.26171875,56.54296875,21.6,24000,1,
template_609-no16x742-sv.mp3,True,2.865234375,46.630859375,32.32,24000,1,
template_61-no12x112-sv.mp3,True,3.2734375,56.8359375,28.92,24000,1,
template_610-no10x291-no.mp3,True,3.18359375,54.58984375,39.98,24000,1,
template_611-no14x258-no.mp3,True,3.12890625,53.22265625,25.9,24000,1,
template_612-no16x322-fi.mp3,True,2.83203125,45.80078125,29.94,24000,1,
template_613-no15x148-no.mp3,True,2.54296875,38.57421875,27.28,24000,1,
template_614-no10x474-no.mp3,True,2.99609375,49.90234375,22.16,24000,1,
template_615-no16x742-no.mp3,True,3.15625,53.90625,26.32,24000,1,
template_616-no15x772-no.mp3,True,2.95703125,48.92578125,40.0,24000,1,
template_617-no16x224-no.mp3,True,2.810546875,45.263671875,23.0,24000,1,
template_618-no16x110-no.mp3,True,2.693359375,42.333984375,22.02,24000,1,
template_619-no10x171-no.mp3,True,2.69921875,42.48046875,29.66,24000,1,
template_62-no19x173-no.mp3,True,2.982421875,49.560546875,40.0,24000,1,
template_620-no21x009-no.mp3,True,3.33984375,58.49609375,23.68,24000,1,
template_621-no18x321-no.mp3,True,2.603515625,40.087890625,24.64,24000,1,
template_622-no16x534-no.mp3,True,2.908203125,47.705078125,28.94,24000,1,
template_623-no13x670-no.mp3,True,2.6640625,41.6015625,25.5,24000,1,
template_624-no16x224-no.mp3,True,2.947265625,48.681640625,26.6,24000,1,
template_625-no17x685-no.mp3,True,2.71875,42.96875,21.72,24000,1,
template_626-no12x824-da.mp3,True,3.064453125,51.611328125,21.08,24000,1,
template_627-no14xx91-no.mp3,True,2.99609375,49.90234375,22.22,24000,1,
template_628-no14x560-no.mp3,True,3.025390625,50.634765625,24.96,24000,1,
template_629-no20x773-no.mp3,True,3.369140625,59.228515625,21.24,24000,1,
template_63-no19x614-no.mp3,True,2.900390625,47.509765625,20.92,24000,1,
template_630-no11x369-no.mp3,True,2.423828125,35.595703125,32.36,24000,1,
template_631-no12x623-no.mp3,True,3.109375,52.734375,25.5,24000,1,
template_632-no11x215-no.mp3,True,3.08203125,52.05078125,30.04,24000,1,
template_633-no16x113-no.mp3,True,3.07421875,51.85546875,27.14,24000,1,
template_634-no14x307-no.mp3,True,2.96875,49.21875,23.46,24000,1,
template_635-no14x426-no.mp3,True,3.08984375,52.24609375,21.22,24000,1,
template_636-no99x069-no.mp3,True,3.048828125,51.220703125,27.94,24000,1,
template_637-no12x623-no.mp3,True,3.07421875,51.85546875,26.22,24000,1,
template_638-no17x194-no.mp3,True,3.130859375,53.271484375,28.4,24000,1,
template_639-no10x236-de.mp3,True,2.822265625,45.556640625,23.74,24000,1,
template_64-no14x640-no.mp3,True,2.7734375,44.3359375,25.88,24000,1,
template_640-no16x416-no.mp3,True,2.84375,46.09375,26.82,24000,1,
template_641-no15x323-de.mp3,True,2.2265625,30.6640625,30.8,24000,1,
template_642-no13x831-no.mp3,True,3.25,56.25,25.68,24000,1,
template_643-no12x887-no.mp3,True,3.361328125,59.033203125,25.34,24000,1,
template_644-no17x543-no.mp3,True,2.958984375,48.974609375,32.56,24000,1,
template_645-no12x652-no.mp3,True,3.01171875,50.29296875,27.02,24000,1,
template_646-no12x824-no.mp3,True,3.08984375,52.24609375,21.52,24000,1,
template_647-no13x443-sv.mp3,True,3.232421875,55.810546875,29.08,24000,1,
template_648-no14x764-no.mp3,True,2.57421875,39.35546875,26.16,24000,1,
template_649-no20x862-no.mp3,True,2.60546875,40.13671875,23.52,24000,1,
template_65-no98xx45-no.mp3,True,3.244140625,56.103515625,27.48,24000,1,
template_650-no11xx21-da.mp3,True,2.97265625,49.31640625,20.92,24000,1,
template_651-no14x017-no.mp3,True,2.919921875,47.998046875,24.3,24000,1,
template_652-no14x710-no.mp3,True,2.646484375,41.162109375,23.7,24000,1,
template_653-no11x004-no.mp3,True,2.80859375,45.21484375,24.66,24000,1,
template_654-no14x174-no.mp3,True,3.005859375,50.146484375,25.18,24000,1,
template_655-no18x254-no.mp3,True,2.89453125,47.36328125,25.94,24000,1,
template_656-no17x194-no.mp3,True,2.98828125,49.70703125,28.48,24000,1,
template_657-no18x591-no.mp3,True,2.5390625,38.4765625,24.02,24000,1,
template_658-no13x808-no.mp3,True,3.03125,50.78125,22.82,24000,1,
template_659-no11x052-no.mp3,True,3.11328125,52.83203125,27.74,24000,1,
template_66-no17x543-no.mp3,True,3.330078125,58.251953125,26.12,24000,1,
template_660-no16x322-no.mp3,True,2.76953125,44.23828125,27.82,24000,1,
template_661-no16x322-no.mp3,True,3.05078125,51.26953125,20.94,24000,1,
template_662-no16x741-no.mp3,True,2.96484375,49.12109375,28.46,24000,1,
template_663-no16x110-sv.mp3,True,2.654296875,41.357421875,28.02,24000,1,
template_664-no13x312-fi.mp3,True,3.181640625,54.541015625,23.76,24000,1,
template_665-no11x803-no.mp3,True,2.548828125,38.720703125,21.1,24000,1,
template_666-no11x302-no.mp3,True,2.845703125,46.142578125,23.36,24000,1,
template_667-no25x337-no.mp3,True,3.10546875,52.63671875,22.28,24000,1,
template_668-no16x281-no.mp3,True,2.8828125,47.0703125,26.74,24000,1,
template_669-no15x444-sv.mp3,True,2.17578125,29.39453125,33.14,24000,1,
template_67-no12x881-no.mp3,True,3.001953125,50.048828125,23.36,24000,1,
template_670-no14x585-no.mp3,True,3.1171875,52.9296875,24.78,24000,1,
template_671-no16x180-no.mp3,True,3.001953125,50.048828125,24.9,24000,1,
template_672-no14x565-no.mp3,True,1.896484375,22.412109375,40.0,24000,1,
template_673-no11x859-no.mp3,True,3.349609375,58.740234375,31.52,24000,1,
template_674-no14x307-no.mp3,True,2.396484375,34.912109375,20.42,24000,1,
template_675-no12x826-no.mp3,True,2.904296875,47.607421875,21.3,24000,1,
template_676-no14x078-fi.mp3,True,3.21484375,55.37109375,28.56,24000,1,
template_677-no11x587-no.mp3,True,2.595703125,39.892578125,27.72,24000,1,
template_678-no14x710-no.mp3,True,2.646484375,41.162109375,22.9,24000,1,
template_679-no13x312-no.mp3,True,2.990234375,49.755859375,25.68,24000,1,
template_68-no14x774-no.mp3,True,2.654296875,41.357421875,32.32,24000,1,
template_680-no10x050-no.mp3,True,3.1953125,54.8828125,23.02,24000,1,
template_681-no13x443-no.mp3,True,2.810546875,45.263671875,23.04,24000,1,
template_682-no19x436-no.mp3,True,3.251953125,56.298828125,28.06,24000,1,
template_683-no17x547-no.mp3,True,3.01171875,50.29296875,24.88,24000,1,
template_684-no12x498-no.mp3,True,3.0234375,50.5859375,26.36,24000,1,
template_685-no14x078-no.mp3,True,3.25390625,56.34765625,27.96,24000,1,
template_686-no10x474-no.mp3,True,2.59375,39.84375,27.48,24000,1,
template_687-no15x772-no.mp3,True,3.138671875,53.466796875,26.72,24000,1,
template_688-no18x618-fi.mp3,True,2.890625,47.265625,30.06,24000,1,
template_689-no14x759-no.mp3,True,2.642578125,41.064453125,24.7,24000,1,
template_69-no19x809-no.mp3,True,2.650390625,41.259765625,28.36,24000,1,
template_690-no14x612-no.mp3,True,3.08203125,52.05078125,30.4,24000,1,
template_691-no18x591-no.mp3,True,2.80078125,45.01953125,24.98,24000,1,
template_692-no17x207-no.mp3,True,3.060546875,51.513671875,25.6,24000,1,
template_693-no14x710-no.mp3,True,2.818359375,45.458984375,39.98,24000,1,
template_694-no13x738-no.mp3,True,2.6875,42.1875,23.78,24000,1,
template_695-no99x680-no.mp3,True,2.935546875,48.388671875,29.44,24000,1,
template_696-no13x690-no.mp3,True,3.140625,53.515625,29.26,24000,1,
